key_resp.keys,key_resp.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,practice_comparison,Ecc,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,pracsimilarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,catchpracsimilarity,catch_response_time,catchnumberprac,catchtrialorderprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,realcomparison,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,similarity,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Colour1,mouse_3.clicked_name,catchornah,catchsimilarity,catchnumber,catchtrialorder,catchRT,mouse_11.clicked_name,trials_2.order
space,1.069,space,20.9625,space,15.8359,space,3.7689,space,0.6814,space,2.4954,104,FF,57.33829355,-80.79439241,1,0,0,response3disk_5,4,11.0697,-16.88075053,3.524261193,1,0,0,rectangle_8,-16.88075053,3.524261193,1,0,0,-16.88075053,3.524261193,1,0,0,0,0,0,5,1,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,131,FF,-67.50721612,-82.90772252,1,0,0,response5disk_5,3,7.1913,2.780822032,1.160540455,1,0,0,rectangle_8,-88.1953512,48.68480874,1,0,0,12.34444522,-2.475006474,1,0,0,0,1,1,3,1,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,response7disk_7,1,4.6299,1,"[2,5]",rectangle_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,63,PF,99.69542309,45.5995792,1,0,0,response1disk_5,6,5.3223,-29.91478392,-8.205768278,1,0,0,rectangle_8,-29.91478392,-8.205768278,1,0,0,-29.91478392,-8.205768278,1,0,0,0,2,2,2,1,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,83,PF,-113.2497949,-64.76978279,1,0,0,response5disk_5,2,3.5093,25.07637901,11.2127867,1,0,0,rectangle_8,25.07637901,11.2127867,1,0,0,25.07637901,11.2127867,1,0,0,0,3,3,4,1,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,113,PF,28.72359586,113.8759962,1,0,0,response1disk_5,7,1.5258,-24.08206899,-3.339557268,1,0,0,rectangle_8,-91.58182586,31.53346571,1,0,0,-13.65257665,1.250921316,1,0,0,0,4,4,1,1,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,response7disk_7,1,2.2577,1,"[2,5]",rectangle_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3,PF,107.6405404,-65.94029062,1,0,0,response3disk_5,5,2.4188,-30.12147338,-2.568805304,1,0,0,rectangle_8,-30.12147338,-2.568805304,1,0,0,-30.12147338,-2.568805304,1,0,0,0,5,5,6,1,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9,FF,117.1169077,29.63422252,1,0,0,response1disk_5,6,1.9306,-4.365271824,12.38807968,1,0,0,rectangle_8,-4.365271824,12.38807968,1,0,0,-4.365271824,12.38807968,1,0,0,0,6,6,0,1,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.4685,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,space,1.7523,2158,97.19513008,49.04420816,1,0,0,response1disk,,6,9.247863144,-3.881451808,1,0,0,rectangle,9.247863144,-3.881451808,1,0,0,9.247863144,-3.881451808,1,0,0,0,0,0,41,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,3.379,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,3265,21.45137895,118.5509231,1,0,0,response1disk,,7,2.177697023,-8.120856168,1,0,0,rectangle,2.177697023,-8.120856168,1,0,0,2.177697023,-8.120856168,1,0,0,0,1,1,70,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3637,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,4069,81.61876266,125.8477982,1,0,0,response1disk,,7,25.26563682,0.788470137,1,0,0,rectangle,25.26563682,0.788470137,1,0,0,25.26563682,0.788470137,1,0,0,0,2,2,101,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.398,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,3828,49.2457153,-87.60230266,1,0,0,response3disk,,4,-16.6249888,9.139739793,1,0,0,rectangle,-16.6249888,9.139739793,1,0,0,-16.6249888,9.139739793,1,0,0,0,3,3,47,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.1798,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2097,-48.84412991,-66.02544687,1,0,0,response5disk,,3,13.30718938,15.04813832,1,0,0,rectangle,13.30718938,15.04813832,1,0,0,13.30718938,15.04813832,1,0,0,0,4,4,154,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.7162,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,661,108.3298959,26.67450568,1,0,0,response1disk,,6,14.8603144,9.539544486,1,0,0,rectangle,14.8603144,9.539544486,1,0,0,14.8603144,9.539544486,1,0,0,0,5,5,115,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1323,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,4016,51.21446533,66.99818792,1,0,0,response1disk,,7,4.523986121,1.237249441,1,0,0,rectangle,4.523986121,1.237249441,1,0,0,4.523986121,1.237249441,1,0,0,0,6,6,75,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1661,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,3975,-31.00921753,-85.31182411,1,0,0,response5disk,,3,-11.22157075,-14.52798517,1,0,0,rectangle,-11.22157075,-14.52798517,1,0,0,-11.22157075,-14.52798517,1,0,0,0,7,7,74,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.033,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,4030,73.6641727,42.01000395,1,0,0,response1disk,,6,25.63155479,6.555950692,1,0,0,rectangle,25.63155479,6.555950692,1,0,0,25.63155479,6.555950692,1,0,0,0,8,8,134,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.2495,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,743,64.01798115,30.13490612,1,0,0,response1disk,,6,16.07808786,11.30111678,1,0,0,rectangle,16.07808786,11.30111678,1,0,0,16.07808786,11.30111678,1,0,0,0,9,9,60,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.615,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,210,83.9843877,-30.52149127,1,0,0,response3disk,,5,20.69879105,0.969866624,1,0,0,rectangle,20.69879105,0.969866624,1,0,0,20.69879105,0.969866624,1,0,0,0,10,10,11,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3171,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2649,62.94503191,30.99586805,1,0,0,response1disk,,6,18.35474805,9.078558151,1,0,0,rectangle,18.35474805,9.078558151,1,0,0,18.35474805,9.078558151,1,0,0,0,11,11,67,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3338,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1697,29.22701383,-96.31450983,1,0,0,response3disk,,4,-3.937293302,-11.63057302,1,0,0,rectangle,-3.937293302,-11.63057302,1,0,0,-3.937293302,-11.63057302,1,0,0,0,12,12,145,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.1016,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1437,64.38370381,19.30883174,1,0,0,response1disk,,6,17.89840038,8.130755403,1,0,0,rectangle,17.89840038,8.130755403,1,0,0,17.89840038,8.130755403,1,0,0,0,13,13,133,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.9968,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,4282,-62.52689378,72.82638625,1,0,0,response7disk,,0,3.699523218,7.07181984,1,0,0,rectangle,3.699523218,7.07181984,1,0,0,3.699523218,7.07181984,1,0,0,0,14,14,14,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.3988,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1146,38.23751201,-35.10298548,1,0,0,response3disk,,5,3.258556415,13.85726916,1,0,0,rectangle,3.258556415,13.85726916,1,0,0,3.258556415,13.85726916,1,0,0,0,15,15,59,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0013,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,89,124.8285289,71.83998487,1,0,0,response1disk,,6,-18.10697125,-4.508600254,1,0,0,rectangle,-18.10697125,-4.508600254,1,0,0,-18.10697125,-4.508600254,1,0,0,0,16,16,103,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8663,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2063,39.82125227,72.65138625,1,0,0,response1disk,,7,-4.271033541,-9.136090558,1,0,0,rectangle,-4.271033541,-9.136090558,1,0,0,-4.271033541,-9.136090558,1,0,0,0,17,17,63,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.6315,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,4087,20.62281449,-92.02827929,1,0,0,response3disk,,4,0.842980207,9.6584898,1,0,0,rectangle,0.842980207,9.6584898,1,0,0,0.842980207,9.6584898,1,0,0,0,18,18,43,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0493,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,384,83.04854784,39.90394924,1,0,0,response1disk,,6,22.95259968,10.13890973,1,0,0,rectangle,22.95259968,10.13890973,1,0,0,22.95259968,10.13890973,1,0,0,0,19,19,17,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0798,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2371,66.84219994,-38.83814178,1,0,0,response3disk,,5,21.4606563,-6.400201845,1,0,0,rectangle,21.4606563,-6.400201845,1,0,0,21.4606563,-6.400201845,1,0,0,0,20,20,76,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.915,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2401,56.93262948,96.77392079,1,0,0,response1disk,,7,-4.276892917,-10.92793629,1,0,0,rectangle,-4.276892917,-10.92793629,1,0,0,-4.276892917,-10.92793629,1,0,0,0,21,21,50,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1882,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,3602,76.82452431,30.32142956,1,0,0,response1disk,,6,15.20049995,-11.56138356,1,0,0,rectangle,15.20049995,-11.56138356,1,0,0,15.20049995,-11.56138356,1,0,0,0,22,22,114,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.1823,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2487,58.91632092,-20.66118839,1,0,0,response3disk,,5,13.75880071,4.323382299,1,0,0,rectangle,-26.78348505,75.52743609,1,0,0,-0.186316684,-1.060211531,1,0,0,0,23,23,31,1,,response7disk_3,TRUE,0,0,"[110,188,241,318,157,24,30,142,106,80,284,150,68,168,216,323,164,157,184,113]",3.1368,rectangle,
,,,,,,,,,,,,,FF,,,,,,,,1.7326,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,762,98.61319651,52.02968184,1,0,0,response1disk,,6,-12.04852389,-5.744537773,1,0,0,rectangle,-12.04852389,-5.744537773,1,0,0,-12.04852389,-5.744537773,1,0,0,0,24,24,4,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,2.6658,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,4163,-24.25267446,81.52853482,1,0,0,response7disk,,0,6.698986153,-9.848346428,1,0,0,rectangle,6.698986153,-9.848346428,1,0,0,6.698986153,-9.848346428,1,0,0,0,25,25,140,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.0985,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1944,126.7343883,27.76400765,1,0,0,response1disk,,6,23.61275594,12.16586288,1,0,0,rectangle,23.61275594,12.16586288,1,0,0,23.61275594,12.16586288,1,0,0,0,26,26,97,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,0.8342,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,3866,22.98189655,49.31325113,1,0,0,response1disk,,7,6.665587715,-0.507818945,1,0,0,rectangle,6.665587715,-0.507818945,1,0,0,6.665587715,-0.507818945,1,0,0,0,27,27,19,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.385,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,2680,48.63160397,-38.34326873,1,0,0,response3disk,,5,22.67305866,-9.237604231,1,0,0,rectangle,22.67305866,-9.237604231,1,0,0,22.67305866,-9.237604231,1,0,0,0,28,28,38,1,,,,,,,,,
,,,,,,,,,,,,,FF,,,,,,,,1.6333,,,,,,,,,,,,,,,,,,,,,,60fcbd2e5fe1b36118174cb6,61036e9cf105adf521ac049b,2021-07-29_20h15.34.824,Simcolourproject_2stim_asymm_v5,2020.2.10,Linux x86_64,60,61025ae37ef11b136ea224fe,,,,,,,,,1267,42.54122302,-48.342097,1,0,0,response3disk,,4,12.5624628,-8.991363993,1,0,0,rectangle,-83.80125934,-30.59414752,1,0,0,-32.36185427,-5.759283867,1,0,0,0,29,29,33,1,,response5disk_3,TRUE,2,2,"[110,188,241,318,157,24,30,142,106,80,284,150,68,168,216,323,164,157,184,113]",1.6289,rectangle,
